Family,Source,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF01976,Muscle,RF01976_muscle.fasta,0.885215,0.074236,0.040549,0.732359,0.964550,0.979899,0.849624,0.818465,229
RF01977,Muscle,RF01977_muscle.fasta,0.915254,0.067797,0.016949,0.721048,1.000000,0.992042,0.857367,0.856086,59
RF01978,Muscle,RF01978_muscle.fasta,0.904854,0.070874,0.024272,0.703741,0.925926,0.991407,0.851961,0.830852,103
RF01979,Muscle,RF01979_muscle.fasta,0.903974,0.058940,0.037086,0.764462,0.791667,0.975687,0.846000,0.848712,151
RF01981,Muscle,RF01981_muscle.fasta,0.899828,0.077497,0.022675,0.637819,0.764013,0.989279,0.840081,0.836464,134
RF01982,Muscle,RF01982_muscle.fasta,0.798000,0.202000,0.000000,0.342045,0.000000,0.928979,0.694949,0.716474,100
RF01983,Muscle,RF01983_muscle.fasta,0.879324,0.084906,0.035770,0.631387,0.904762,0.985541,0.806171,0.805556,159
RF01984,Muscle,RF01984_muscle.fasta,0.830635,0.062267,0.107098,0.727524,0.800091,0.964120,0.865204,0.766252,146
RF01985,Muscle,RF01985_muscle.fasta,0.928465,0.064083,0.007452,0.733173,1.000000,1.000000,0.868182,0.869151,61
RF01986,Muscle,RF01986_muscle.fasta,0.869159,0.061172,0.069669,0.799459,0.868970,0.968877,0.864494,0.822940,107
RF01987,Muscle,RF01987_muscle.fasta,0.884615,0.047619,0.067766,0.761404,0.676449,0.975633,0.879518,0.833486,84
RF01988,Muscle,RF01988_muscle.fasta,0.936364,0.063636,0.000000,0.820588,0.000000,0.964303,0.879630,0.890909,55
RF01989,Muscle,RF01989_muscle.fasta,0.872175,0.127825,0.000000,0.569846,0.000000,0.973955,0.769397,0.817183,59
RF01990,Muscle,RF01990_muscle.fasta,0.919908,0.080092,0.000000,0.720388,0.000000,0.973382,0.842538,0.884855,38
RF01992,Muscle,RF01992_muscle.fasta,0.874678,0.070482,0.054840,0.655530,0.847893,0.981747,0.827293,0.801870,209
RF01996,Muscle,RF01996_muscle.fasta,0.847222,0.119444,0.033333,0.702659,0.866667,0.898531,0.811798,0.761111,90
RF01997,Muscle,RF01997_muscle.fasta,0.901163,0.095930,0.002907,0.739255,0.000000,0.944941,0.841176,0.835271,86
RF01998,Muscle,RF01998_muscle.fasta,0.449437,0.262926,0.287637,-0.296942,0.869960,0.766823,0.722350,0.366758,119
RF01999,Muscle,RF01999_muscle.fasta,0.588012,0.250197,0.161791,-0.066085,0.756485,0.820152,0.587847,0.480576,141
RF02000,Muscle,RF02000_muscle.fasta,0.805405,0.072072,0.122523,0.731614,0.961237,0.965376,0.876364,0.663063,111
RF02001,Muscle,RF02001_muscle.fasta,0.441093,0.259475,0.299433,-0.290736,0.807631,0.789659,0.657711,0.358638,247
RF02003,Muscle,RF02003_muscle.fasta,0.477902,0.291868,0.230230,-0.202007,0.758661,0.714403,0.600936,0.371022,179
RF02004,Muscle,RF02004_muscle.fasta,0.569927,0.268371,0.161702,-0.138223,0.845836,0.837223,0.645937,0.456469,235
RF02005,Muscle,RF02005_muscle.fasta,0.505058,0.324911,0.170031,-0.373450,0.739187,0.749561,0.575859,0.394872,272
RF02009,Muscle,RF02009_muscle.fasta,0.961957,0.029891,0.008152,0.931399,1.000000,0.974371,0.945055,0.940217,92
RF02012,Muscle,RF02012_muscle.fasta,0.448017,0.269649,0.282335,-0.245800,0.808889,0.730882,0.621579,0.336628,200
RF02015,Muscle,RF02015_muscle.fasta,0.957865,0.033708,0.008427,0.904604,0.000000,0.983590,0.914773,0.928839,89
RF02017,Muscle,RF02017_muscle.fasta,0.945455,0.054545,0.000000,0.858385,0.000000,1.000000,0.889474,0.914286,77
RF02024,Muscle,RF02024_muscle.fasta,0.932353,0.032353,0.035294,0.879276,1.000000,1.000000,0.943284,0.869118,68
RF02029,Muscle,RF02029_muscle.fasta,0.799490,0.168367,0.032143,0.344043,0.643975,0.945922,0.742784,0.701933,98
RF02030,Muscle,RF02030_muscle.fasta,0.609848,0.226399,0.163753,0.133804,0.873728,0.862595,0.717430,0.503775,143
RF02031,Muscle,RF02031_muscle.fasta,0.708624,0.195122,0.096254,0.249553,0.745744,0.891372,0.678571,0.600400,82
RF02032,Muscle,RF02032_muscle.fasta,0.500621,0.327499,0.171880,-0.318613,0.866052,0.737831,0.618897,0.375537,506
RF02033,Muscle,RF02033_muscle.fasta,0.505816,0.277381,0.216803,-0.278481,0.820089,0.773812,0.680982,0.367028,295
RF02034,Muscle,RF02034_muscle.fasta,0.683731,0.182469,0.133800,0.226379,0.720303,0.878828,0.678594,0.599992,221
RF02035,Muscle,RF02035_muscle.fasta,0.803786,0.141805,0.054409,0.483707,0.730443,0.945261,0.706187,0.745135,149
RF02036,Muscle,RF02036_muscle.fasta,0.846609,0.118464,0.034926,0.600147,1.000000,0.979213,0.811678,0.783431,153
RF02037,Muscle,RF02037_muscle.fasta,0.885141,0.079518,0.035341,0.714258,0.000000,0.976282,0.808943,0.842404,83
RF02038,Muscle,RF02038_muscle.fasta,0.799130,0.113913,0.086957,0.489497,0.670479,0.967216,0.762846,0.711581,100
RF02039,Muscle,RF02039_muscle.fasta,0.730916,0.160623,0.108461,0.275622,0.822142,0.931443,0.705128,0.607672,131
RF02040,Muscle,RF02040_muscle.fasta,0.891626,0.091133,0.017241,0.675317,0.000000,0.984802,0.809524,0.817734,58
RF02041,Muscle,RF02041_muscle.fasta,0.753651,0.096508,0.149841,0.551652,0.813750,0.939817,0.773273,0.675457,441
RF02042,Muscle,RF02042_muscle.fasta,0.747045,0.097365,0.155589,0.509149,0.842206,0.942103,0.765435,0.638611,401
RF02043,Muscle,RF02043_muscle.fasta,0.853057,0.101308,0.045634,0.560770,0.871510,0.979130,0.781518,0.772234,173
RF02044,Muscle,RF02044_muscle.fasta,0.840136,0.105442,0.054422,0.650717,1.000000,0.948423,0.795139,0.749660,49
RF02045,Muscle,RF02045_muscle.fasta,0.773676,0.165921,0.060403,0.303221,0.851707,0.956136,0.717718,0.647673,149
RF02047,Muscle,RF02047_muscle.fasta,0.795072,0.113196,0.091733,0.489497,0.881847,0.978693,0.808572,0.703648,170
RF02051,Muscle,RF02051_muscle.fasta,0.838558,0.148903,0.012539,0.518632,0.000000,0.982510,0.771930,0.751097,58
RF02052,Muscle,RF02052_muscle.fasta,0.830723,0.160843,0.008434,0.512293,1.000000,0.933902,0.763636,0.758367,166
RF02053,Muscle,RF02053_muscle.fasta,0.781305,0.206349,0.012346,0.367572,0.929099,0.966325,0.708075,0.660200,162
RF02055,Muscle,RF02055_muscle.fasta,0.885185,0.114815,0.000000,0.639592,0.000000,0.991203,0.820561,0.798148,108
RF02057,Muscle,RF02057_muscle.fasta,0.727345,0.213037,0.059618,0.284956,0.763591,0.908214,0.711523,0.635433,74
RF02060,Muscle,RF02060_muscle.fasta,0.790385,0.197115,0.012500,0.348391,0.000000,0.976921,0.739719,0.691587,160
RF02061,Muscle,RF02061_muscle.fasta,0.819377,0.164014,0.016609,0.457372,0.649404,0.934958,0.787815,0.754239,85
RF02064,Muscle,RF02064_muscle.fasta,0.829730,0.124324,0.045946,0.527126,1.000000,0.959490,0.775342,0.735736,74
RF02065,Muscle,RF02065_muscle.fasta,0.872137,0.118321,0.009542,0.643466,0.000000,0.952269,0.792308,0.774809,131
RF02067,Muscle,RF02067_muscle.fasta,0.881048,0.058468,0.060484,0.747604,0.909109,0.992271,0.870902,0.790899,62
RF02068,Muscle,RF02068_muscle.fasta,0.793249,0.086498,0.120253,0.733030,0.985355,0.949541,0.861111,0.700422,79
RF02070,Muscle,RF02070_muscle.fasta,0.915625,0.079687,0.004687,0.748360,0.000000,0.984249,0.867925,0.840625,160
RF02074,Muscle,RF02074_muscle.fasta,0.767901,0.128395,0.103704,0.508505,0.755927,0.930326,0.760833,0.666667,81
RF02075,Muscle,RF02075_muscle.fasta,0.730372,0.223140,0.046488,0.269135,0.927291,0.899841,0.698015,0.621901,88
RF02076,Muscle,RF02076_muscle.fasta,0.653303,0.236589,0.110107,0.065810,0.772409,0.896474,0.678261,0.517239,231
RF02077,Muscle,RF02077_muscle.fasta,0.932099,0.052469,0.015432,0.840444,1.000000,0.978563,0.903125,0.884774,81
RF02079,Muscle,RF02079_muscle.fasta,0.673617,0.225957,0.100426,0.213012,0.916726,0.843284,0.664957,0.551206,235
RF02081,Muscle,RF02081_muscle.fasta,0.832755,0.133935,0.033310,0.535665,0.993213,0.965947,0.781540,0.740412,393
RF02083,Muscle,RF02083_muscle.fasta,0.885338,0.103383,0.011278,0.715258,1.000000,0.987657,0.866667,0.832707,76
RF02084,Muscle,RF02084_muscle.fasta,0.741953,0.217676,0.040371,0.264548,0.679636,0.913653,0.693956,0.637298,141
RF02085,Muscle,RF02085_muscle.fasta,0.781481,0.137037,0.081481,0.531867,0.926031,0.898815,0.777500,0.698491,81
RF02086,Muscle,RF02086_muscle.fasta,0.832753,0.071429,0.095819,0.756483,0.852259,0.951094,0.837743,0.764808,82
RF02087,Muscle,RF02087_muscle.fasta,0.909420,0.068841,0.021739,0.794650,1.000000,0.976362,0.863971,0.842995,69
RF02088,Muscle,RF02088_muscle.fasta,0.893522,0.064075,0.042403,0.788839,0.975516,0.987160,0.880189,0.828504,849
RF02089,Muscle,RF02089_muscle.fasta,0.823684,0.151316,0.025000,0.346291,0.704205,0.982853,0.737508,0.708041,80
RF02090,Muscle,RF02090_muscle.fasta,0.800000,0.123256,0.076744,0.430402,0.842455,0.979187,0.762461,0.697725,215
RF02091,Muscle,RF02091_muscle.fasta,0.761468,0.159977,0.078555,0.304493,0.740805,0.952967,0.702765,0.644562,218
RF02092,Muscle,RF02092_muscle.fasta,0.840625,0.093750,0.065625,0.709784,1.000000,0.925870,0.841772,0.733333,80
RF02093,Muscle,RF02093_muscle.fasta,0.926887,0.073113,0.000000,0.729048,0.000000,0.986116,0.876190,0.880360,106
RF02095,Muscle,RF02095_muscle.fasta,0.904930,0.061620,0.033451,0.790167,1.000000,0.982177,0.910714,0.842555,71
RF02098,Muscle,RF02098_muscle.fasta,0.938776,0.061224,0.000000,0.801320,0.000000,1.000000,0.901042,0.877551,49
RF02100,Muscle,RF02100_muscle.fasta,0.859615,0.111538,0.028846,0.612815,0.607759,0.961398,0.816505,0.783333,104
RF02101,Muscle,RF02101_muscle.fasta,0.731390,0.169847,0.098763,0.266705,0.803218,0.961694,0.712000,0.589944,251
RF02102,Muscle,RF02102_muscle.fasta,0.901422,0.061611,0.036967,0.789579,0.979599,0.989330,0.891429,0.823697,211
RF02103,Muscle,RF02103_muscle.fasta,0.740488,0.160390,0.099122,0.294493,0.860290,0.948249,0.691176,0.617821,205
RF02104,Muscle,RF02104_muscle.fasta,0.756048,0.126680,0.117272,0.479918,0.862004,0.939621,0.744272,0.632034,372
RF02105,Muscle,RF02105_muscle.fasta,0.798699,0.115917,0.085383,0.433444,0.673296,0.964480,0.717664,0.698571,131
RF02106,Muscle,RF02106_muscle.fasta,0.819444,0.121377,0.059179,0.466848,0.907026,0.966793,0.769231,0.705598,92
RF02107,Muscle,RF02107_muscle.fasta,0.856838,0.097756,0.045406,0.536927,0.592832,0.970294,0.783009,0.773272,78
RF02108,Muscle,RF02108_muscle.fasta,0.832162,0.116315,0.051522,0.525788,0.641476,0.967284,0.726984,0.751444,61
RF02109,Muscle,RF02109_muscle.fasta,0.794265,0.100000,0.105735,0.497053,0.698432,0.953441,0.732609,0.710098,93
RF02110,Muscle,RF02110_muscle.fasta,0.714527,0.147164,0.138309,0.286639,0.819258,0.944280,0.720501,0.595109,153
RF02111,Muscle,RF02111_muscle.fasta,0.792079,0.163366,0.044554,0.520617,0.972222,0.950082,0.787065,0.691089,202
RF02112,Muscle,RF02112_muscle.fasta,0.821480,0.102041,0.076479,0.535376,0.743958,0.967995,0.758799,0.735683,231
RF02113,Muscle,RF02113_muscle.fasta,0.732522,0.127304,0.140174,0.399224,0.797129,0.940247,0.738432,0.628996,250
RF02114,Muscle,RF02114_muscle.fasta,0.766393,0.187705,0.045902,0.317307,0.788480,0.940362,0.670248,0.633698,122
RF02115,Muscle,RF02115_muscle.fasta,0.730645,0.162903,0.106452,0.345171,0.858569,0.909153,0.707317,0.603226,124
RF02116,Muscle,RF02116_muscle.fasta,0.718741,0.156502,0.124756,0.291951,0.812691,0.947842,0.697368,0.584888,189
RF02117,Muscle,RF02117_muscle.fasta,0.907143,0.092857,0.000000,0.686962,0.000000,1.000000,0.850909,0.861278,56
RF02118,Muscle,RF02118_muscle.fasta,0.809412,0.126471,0.064118,0.497369,0.711258,0.958248,0.764741,0.728725,136
RF02119,Muscle,RF02119_muscle.fasta,0.871959,0.125480,0.002561,0.543815,1.000000,0.993313,0.796104,0.789501,71
RF02120,Muscle,RF02120_muscle.fasta,0.794829,0.143564,0.061606,0.409758,0.871921,0.954429,0.701111,0.686404,101
RF02121,Muscle,RF02121_muscle.fasta,0.767081,0.144632,0.088287,0.412853,0.860180,0.943397,0.714732,0.658112,161
RF02122,Muscle,RF02122_muscle.fasta,0.760940,0.166667,0.072394,0.386332,0.868697,0.938901,0.706206,0.652213,222
RF02123,Muscle,RF02123_muscle.fasta,0.818462,0.105128,0.076410,0.560758,0.927869,0.979222,0.797625,0.710769,150
RF02124,Muscle,RF02124_muscle.fasta,0.776020,0.172449,0.051531,0.351250,0.886266,0.945485,0.696814,0.664600,140
RF02125,Muscle,RF02125_muscle.fasta,0.836627,0.156785,0.006588,0.467823,1.000000,1.000000,0.728610,0.739921,69
RF02126,Muscle,RF02126_muscle.fasta,0.891493,0.081597,0.026910,0.686057,1.000000,0.986476,0.830986,0.830787,72
RF02127,Muscle,RF02127_muscle.fasta,0.705795,0.087855,0.206349,0.564057,0.827854,0.911730,0.768229,0.612772,129
RF02128,Muscle,RF02128_muscle.fasta,0.728839,0.160433,0.110728,0.342198,0.826641,0.926193,0.705853,0.603543,127
RF02129,Muscle,RF02129_muscle.fasta,0.897661,0.102339,0.000000,0.661448,0.000000,0.987032,0.825826,0.837719,38
RF02130,Muscle,RF02130_muscle.fasta,0.803385,0.103299,0.093316,0.525574,0.857830,0.961288,0.786089,0.687908,128
RF02131,Muscle,RF02131_muscle.fasta,0.814450,0.102782,0.082768,0.550791,0.868816,0.943449,0.762133,0.735672,134
RF02132,Muscle,RF02132_muscle.fasta,0.709916,0.146624,0.143460,0.385478,0.870291,0.931414,0.714437,0.577580,158
RF02133,Muscle,RF02133_muscle.fasta,0.818815,0.161150,0.020035,0.351445,0.815385,0.994244,0.738977,0.700214,82
RF02136,Muscle,RF02136_muscle.fasta,0.908333,0.091667,0.000000,0.712907,0.000000,0.992025,0.843220,0.822222,60
RF02137,Muscle,RF02137_muscle.fasta,0.896296,0.063300,0.040404,0.702192,0.840384,0.981648,0.867347,0.833285,99
RF02138,Muscle,RF02138_muscle.fasta,0.816667,0.086667,0.096667,0.605430,0.942232,0.971110,0.821488,0.721976,200
RF02139,Muscle,RF02139_muscle.fasta,0.879167,0.090417,0.030417,0.579362,0.927913,0.990743,0.809343,0.802283,100
RF02140,Muscle,RF02140_muscle.fasta,0.868902,0.072967,0.058130,0.674429,0.830187,0.967703,0.814082,0.805991,246
RF02141,Muscle,RF02141_muscle.fasta,0.732900,0.115920,0.151180,0.401216,0.787430,0.932663,0.767021,0.635178,236
RF02142,Muscle,RF02142_muscle.fasta,0.787960,0.068284,0.143756,0.641782,0.879316,0.962232,0.832769,0.726303,212
RF02143,Muscle,RF02143_muscle.fasta,0.782715,0.132812,0.084473,0.399034,0.861244,0.962764,0.764951,0.669889,256
RF02144,Muscle,RF02144_muscle.fasta,0.776000,0.136000,0.088000,0.527095,0.619401,0.927924,0.719254,0.698000,125
RF02145,Muscle,RF02145_muscle.fasta,0.730121,0.147278,0.122601,0.404510,0.729631,0.914730,0.713439,0.643201,111
RF02146,Muscle,RF02146_muscle.fasta,0.752732,0.157104,0.090164,0.479180,0.913067,0.914207,0.718320,0.639593,122
RF02147,Muscle,RF02147_muscle.fasta,0.835294,0.142647,0.022059,0.498472,0.442269,0.940379,0.740299,0.744118,68
RF02148,Muscle,RF02148_muscle.fasta,0.754435,0.145565,0.100000,0.374740,0.833037,0.933578,0.720373,0.630860,155
RF02149,Muscle,RF02149_muscle.fasta,0.854333,0.080179,0.065488,0.650303,0.907392,0.978192,0.830750,0.784495,251
RF02150,Muscle,RF02150_muscle.fasta,0.777282,0.112599,0.110119,0.519779,0.833390,0.943546,0.748248,0.689367,112
RF02151,Muscle,RF02151_muscle.fasta,0.703535,0.161616,0.134848,0.304601,0.848303,0.919828,0.713265,0.575545,99
RF02153,Muscle,RF02153_muscle.fasta,0.954823,0.045177,0.000000,0.815110,0.000000,1.000000,0.910670,0.926545,63
RF02154,Muscle,RF02154_muscle.fasta,0.814059,0.107332,0.078609,0.608835,0.942382,0.966636,0.775495,0.700491,147
RF02156,Muscle,RF02156_muscle.fasta,0.755029,0.147148,0.097823,0.425394,0.762975,0.930457,0.717175,0.653317,191
RF02157,Muscle,RF02157_muscle.fasta,0.777695,0.113398,0.108907,0.456124,0.882011,0.964403,0.803840,0.670559,167
RF02158,Muscle,RF02158_muscle.fasta,0.750000,0.136594,0.113406,0.400092,0.924203,0.943788,0.729898,0.632546,115
RF02159,Muscle,RF02159_muscle.fasta,0.726067,0.101412,0.172521,0.509752,0.876826,0.959391,0.786727,0.635035,264
RF02160,Muscle,RF02160_muscle.fasta,0.721003,0.116104,0.162893,0.472395,0.805849,0.935971,0.743709,0.637765,297
RF02162,Muscle,RF02162_muscle.fasta,0.793981,0.105556,0.100463,0.532016,0.657022,0.949307,0.815290,0.713242,40
RF02164,Muscle,RF02164_muscle.fasta,0.759304,0.132053,0.108643,0.448090,0.844667,0.949747,0.749623,0.650023,196
RF02165,Muscle,RF02165_muscle.fasta,0.693422,0.144886,0.161692,0.326018,0.891996,0.933657,0.735877,0.567263,203
RF02166,Muscle,RF02166_muscle.fasta,0.754286,0.187347,0.058367,0.205586,0.831214,0.962393,0.697732,0.621837,98
RF02167,Muscle,RF02167_muscle.fasta,0.743617,0.154255,0.102128,0.431185,0.858441,0.909984,0.687166,0.611229,188
RF02168,Muscle,RF02168_muscle.fasta,0.758385,0.171739,0.069876,0.221267,0.757434,0.973871,0.691899,0.628233,140
RF02169,Muscle,RF02169_muscle.fasta,0.795739,0.157895,0.046366,0.448272,0.940406,0.974438,0.733249,0.656642,114
RF02170,Muscle,RF02170_muscle.fasta,0.746429,0.212500,0.041071,0.255912,0.834554,0.921508,0.712230,0.600510,140
RF02171,Muscle,RF02171_muscle.fasta,0.946023,0.053977,0.000000,0.848847,0.000000,0.972718,0.890805,0.907197,88
RF02173,Muscle,RF02173_muscle.fasta,0.765169,0.152876,0.081954,0.338877,0.880143,0.955429,0.707394,0.642678,282
RF02174,Muscle,RF02174_muscle.fasta,0.785357,0.124643,0.090000,0.452964,0.871806,0.929348,0.742446,0.679812,140
RF02175,Muscle,RF02175_muscle.fasta,0.812189,0.106551,0.081260,0.532464,0.888980,0.957123,0.761905,0.719930,134
RF02176,Muscle,RF02176_muscle.fasta,0.833333,0.086587,0.080079,0.580152,0.766851,0.968896,0.790327,0.753663,186
RF02177,Muscle,RF02177_muscle.fasta,0.725490,0.210784,0.063725,0.328455,0.952649,0.860937,0.683432,0.583922,170
RF02178,Muscle,RF02178_muscle.fasta,0.798830,0.153216,0.047953,0.507191,0.954481,0.969049,0.736471,0.661988,171
RF02179,Muscle,RF02179_muscle.fasta,0.742424,0.133939,0.123636,0.311610,0.829689,0.953931,0.743206,0.630934,132
RF02180,Muscle,RF02180_muscle.fasta,0.781597,0.113542,0.104861,0.474524,0.787043,0.958207,0.746499,0.681884,120
RF02181,Muscle,RF02181_muscle.fasta,0.927083,0.062500,0.010417,0.833685,1.000000,0.955934,0.911972,0.879630,72
RF02182,Muscle,RF02182_muscle.fasta,0.893617,0.106383,0.000000,0.617003,0.000000,0.989715,0.853261,0.816869,47
RF02183,Muscle,RF02183_muscle.fasta,0.839286,0.123661,0.037054,0.489625,0.919877,0.971584,0.756329,0.747553,80
RF02184,Muscle,RF02184_muscle.fasta,0.949275,0.047826,0.002899,0.849930,0.000000,0.996656,0.918248,0.910870,138
RF02185,Muscle,RF02185_muscle.fasta,0.746401,0.157992,0.095607,0.334682,0.758838,0.939888,0.680432,0.629827,129
RF02186,Muscle,RF02186_muscle.fasta,0.900338,0.087838,0.011824,0.763224,0.000000,0.958687,0.840753,0.861004,74
RF02187,Muscle,RF02187_muscle.fasta,0.741031,0.145927,0.113042,0.369294,0.874191,0.927780,0.703078,0.627526,223
RF02188,Muscle,RF02188_muscle.fasta,0.715919,0.150438,0.133643,0.280003,0.783164,0.949477,0.695941,0.591580,193
RF02189,Muscle,RF02189_muscle.fasta,0.735970,0.122836,0.141194,0.453227,0.880997,0.933802,0.748353,0.607730,335
RF02190,Muscle,RF02190_muscle.fasta,0.739228,0.117140,0.143632,0.457392,0.895975,0.964530,0.773077,0.630769,241
RF02191,Muscle,RF02191_muscle.fasta,0.816384,0.129002,0.054614,0.560861,0.839322,0.963134,0.785375,0.722222,118
RF02192,Muscle,RF02192_muscle.fasta,0.757692,0.176923,0.065385,0.316683,0.913416,0.921104,0.701550,0.631818,130
RF02193,Muscle,RF02193_muscle.fasta,0.803046,0.103252,0.093702,0.479078,0.880018,0.969470,0.811071,0.697883,149
RF02194,Muscle,RF02194_muscle.fasta,0.565566,0.287841,0.146593,-0.133449,0.887428,0.770803,0.650730,0.418439,169
RF02195,Muscle,RF02195_muscle.fasta,0.738258,0.161742,0.100000,0.346069,0.877235,0.928416,0.677591,0.615253,165
RF02196,Muscle,RF02196_muscle.fasta,0.670752,0.186275,0.142974,0.266415,0.880303,0.900190,0.670361,0.525030,204
RF02197,Muscle,RF02197_muscle.fasta,0.838415,0.137195,0.024390,0.582983,0.888889,0.943804,0.777607,0.709350,164
RF02198,Muscle,RF02198_muscle.fasta,0.764031,0.184949,0.051020,0.251340,0.860318,0.948375,0.674508,0.631934,168
RF02199,Muscle,RF02199_muscle.fasta,0.801887,0.154874,0.043239,0.433444,0.850720,0.951628,0.746044,0.670261,159
RF02200,Muscle,RF02200_muscle.fasta,0.747863,0.157265,0.094872,0.483558,0.916597,0.898669,0.717354,0.602735,195
RF02201,Muscle,RF02201_muscle.fasta,0.788889,0.168116,0.042995,0.337230,0.834533,0.967321,0.724172,0.670304,115
RF02202,Muscle,RF02202_muscle.fasta,0.965333,0.029333,0.005333,0.900423,0.000000,1.000000,0.929730,0.933333,75
RF02203,Muscle,RF02203_muscle.fasta,0.895455,0.081818,0.022727,0.712704,0.904762,0.986917,0.844037,0.832525,110
RF02204,Muscle,RF02204_muscle.fasta,0.727306,0.127451,0.145243,0.422522,0.853421,0.942905,0.731360,0.602589,153
RF02205,Muscle,RF02205_muscle.fasta,0.753635,0.147860,0.098505,0.394028,0.851154,0.938348,0.717722,0.632557,257
RF02206,Muscle,RF02206_muscle.fasta,0.767386,0.172062,0.060552,0.346278,0.803545,0.923490,0.706522,0.643449,139
RF02207,Muscle,RF02207_muscle.fasta,0.946203,0.047468,0.006329,0.853840,1.000000,0.994121,0.939103,0.896624,79
RF02208,Muscle,RF02208_muscle.fasta,0.837053,0.130526,0.032421,0.464816,0.934913,0.964504,0.771222,0.750175,125
RF02209,Muscle,RF02209_muscle.fasta,0.878430,0.082624,0.038947,0.612310,0.800986,0.981959,0.844645,0.808657,302
RF02210,Muscle,RF02210_muscle.fasta,0.741540,0.098232,0.160227,0.499074,0.791573,0.956012,0.752533,0.644851,330
RF02212,Muscle,RF02212_muscle.fasta,0.714625,0.161265,0.124111,0.427364,0.904183,0.951921,0.731640,0.596047,230
RF02213,Muscle,RF02213_muscle.fasta,0.878571,0.080952,0.040476,0.755836,1.000000,0.966483,0.802410,0.800000,84
RF02215,Muscle,RF02215_muscle.fasta,0.732075,0.162264,0.105660,0.338331,0.879605,0.959994,0.711532,0.598787,212
RF02216,Muscle,RF02216_muscle.fasta,0.730079,0.201459,0.068462,0.184248,0.755178,0.949026,0.654195,0.602297,99
RF02218,Muscle,RF02218_muscle.fasta,0.882353,0.105042,0.012605,0.658944,0.822749,1.000000,0.844350,0.804622,68
RF02219,Muscle,RF02219_muscle.fasta,0.821668,0.141474,0.036858,0.448044,1.000000,0.972001,0.741327,0.742571,79
RF02220,Muscle,RF02220_muscle.fasta,0.949519,0.044471,0.006010,0.825672,1.000000,1.000000,0.917476,0.905563,104
